name,sector,subsector,sourceType,emissionsQuantity,activity,capacity,year,emissions_mt
Angunakolapelessa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,38.116,279717.799,20078.83200000001,2024,3.8116e-05
Pasbage Korale Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,36.8755,333678.35399999993,23952.264000000006,2024,3.68755e-05
Dickwella Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,35.3475,478493.8239999999,34347.468,2024,3.53475e-05
Moneragala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,35.1,303139.219,21760.08,2024,3.51e-05
Kiriella Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,34.1305,178986.181,12848.076000000005,2024,3.4130499999999995e-05
Wariyapola Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,33.5965,373415.351,26804.675999999992,2024,3.3596499999999996e-05
Walapane Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,33.319500000000005,237284.219,17032.848,2024,3.3319500000000005e-05
Mahakumbukkadawala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,32.455499999999994,442287.732,31748.50799999999,2024,3.2455499999999994e-05
Rattota Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,32.08050000000001,346141.259,24846.876,2024,3.2080500000000006e-05
Udubaddawa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,31.9945,331508.868,23796.52800000001,2024,3.19945e-05
Poojapitiya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,31.9945,152510.544,10947.588,2024,3.19945e-05
Lahugala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,31.9625,184363.787,13234.092,2024,3.19625e-05
Bulathkohupitiya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,31.713,118291.417,8491.248000000001,2024,3.1713e-05
Anamaduwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,30.8055,456145.4259999999,32743.248,2024,3.08055e-05
Muttur Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,30.300499999999992,492722.575,35368.84799999999,2024,3.0300499999999992e-05
Mannar Town Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,30.240499999999997,731450.637,52505.34,2024,3.0240499999999996e-05
Palindanuwara Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,30.118,154147.58400000003,11065.092000000002,2024,3.0118e-05
Godakawela Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,28.7445,114169.804,8195.387999999997,2024,2.87445e-05
Thirappane Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,28.7295,343646.21300000005,24667.77600000001,2024,2.87295e-05
Pathadumbara Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,27.292,493642.367,35434.872,2024,2.7292000000000002e-05
Panvila Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,26.095500000000005,143053.764,10268.748,2024,2.6095500000000005e-05
Okewela Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,25.4845,113647.07600000002,8157.864,2024,2.54845e-05
Dimbulagala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,25.460500000000003,282845.542,20303.352,2024,2.5460500000000005e-05
Karativu Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,25.4285,330829.707,23747.772,2024,2.54285e-05
Thenmaradchy (Chavakachcheri) Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,24.482500000000005,384153.978,27575.519999999997,2024,2.4482500000000005e-05
Galgamuwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,24.4705,267054.808,19169.856,2024,2.4470500000000002e-05
Mallawapitiya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,24.3075,389323.00000000006,27946.572000000004,2024,2.43075e-05
Pasgoda Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,24.2475,74912.31900000002,5377.392,2024,2.4247499999999998e-05
Vengalacheddiculam Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,23.7665,341907.367,24542.951999999997,2024,2.37665e-05
Manmunai South and Eruvilpattu Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,23.6235,289702.161,20795.532,2024,2.36235e-05
Ambalangoda Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,22.8365,293008.9369999999,21032.903999999995,2024,2.28365e-05
Aranayaka Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,22.7155,78591.31,5641.475999999999,2024,2.27155e-05
Addalachchenai Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,21.36,323083.107,23191.704,2024,2.136e-05
Island South (Velanai) Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,21.1095,376712.124,27041.328,2024,2.1109500000000002e-05
Welikanda Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,21.0305,338192.53700000007,24276.300000000003,2024,2.10305e-05
Mundalama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,21.014500000000005,200662.727,14404.068,2024,2.1014500000000007e-05
Eragama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,20.4255,198662.79600000003,14260.512,2024,2.04255e-05
Karachchi Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,20.414500000000004,785755.6540000001,56403.49199999999,2024,2.0414500000000002e-05
Elahera Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,19.5085,159669.986,11461.512,2024,1.95085e-05
Naula Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,19.4735,126791.058,9101.376000000002,2024,1.9473500000000003e-05
Kantalai Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,19.4715,193185.64400000003,13867.344000000005,2024,1.9471499999999998e-05
Mahiyanganaya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,18.800500000000003,174932.898,12557.111999999996,2024,1.8800500000000004e-05
Madulla Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,18.7645,107227.957,7697.088,2024,1.8764500000000003e-05
Lankapura Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,17.256500000000003,117517.03800000002,8435.663999999999,2024,1.7256500000000003e-05
Thihagoda Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,16.519,139074.816,9983.136,2024,1.6519e-05
Polpithigama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,16.464,189466.794,13600.392,2024,1.6464e-05
Medirigiriya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,16.409,121531.22299999998,8723.808000000003,2024,1.6408999999999998e-05
Ibbagamuwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,15.637499999999998,99504.28800000004,7142.663999999998,2024,1.5637499999999997e-05
Mahawa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,15.5425,188156.447,13506.336,2024,1.55425e-05
Ambalanthota Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,14.826,181159.739,13004.099999999997,2024,1.4826e-05
Kahawatta Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,14.425499999999998,56555.179,4059.672,2024,1.4425499999999998e-05
Yakkalamulla Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,14.035500000000004,55828.66900000001,4007.52,2024,1.4035500000000005e-05
Udapalatha Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,14.0125,118951.161,8538.612000000001,2024,1.40125e-05
Gomarankadawala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,13.9875,225557.028,16191.048000000004,2024,1.3987500000000001e-05
Oddusuddan Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,13.056,421498.18400000007,30256.18800000001,2024,1.3055999999999998e-05
Passara Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,13.032,88096.7,6323.796000000001,2024,1.3032e-05
Thissamaharama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,12.3975,138464.317,9939.312,2024,1.2397500000000001e-05
Lunugala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,12.296500000000002,76039.58499999999,5458.308000000001,2024,1.2296500000000002e-05
Katuwana Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,12.277500000000002,53918.49600000001,3870.408000000001,2024,1.2277500000000002e-05
Welivitiya-Divithura Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,11.545000000000002,76995.588,5526.935999999998,2024,1.1545000000000002e-05
Galenbindunuwewa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,11.406,122315.53699999998,8780.112000000003,2024,1.1406e-05
Kalmunai Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,11.322,144492.702,10372.043999999996,2024,1.1322e-05
Opanayaka Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,11.1245,43416.083000000006,3116.52,2024,1.11245e-05
Ipalogama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,11.1005,109101.53399999996,7831.583999999998,2024,1.11005e-05
Vadamaradchy East Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,10.7305,225566.281,16191.707999999997,2024,1.07305e-05
Udadumbara Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,9.94,66639.923,4783.584,2024,9.94e-06
Medawachchiya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,9.918,143151.67100000003,10275.780000000004,2024,9.917999999999999e-06
Minipe Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,9.918,91674.472,6580.620000000002,2024,9.917999999999999e-06
Bamunakotuwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,9.815,89549.164,6428.064000000002,2024,9.815e-06
Kandawali Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,9.799,268657.033,19284.864,2024,9.798999999999999e-06
Malimbada Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,8.268,66240.58199999998,4754.916,2024,8.268000000000001e-06
Rideegama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,8.184000000000003,44042.315,3161.472000000001,2024,8.184000000000003e-06
Kuchchaveli Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,8.017000000000001,83466.168,5991.407999999999,2024,8.017000000000001e-06
Beliatta Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,7.998000000000001,50565.546,3629.723999999999,2024,7.998e-06
Pallepola Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,7.8865,49830.546,3576.96,2024,7.8865e-06
Puthukudiyiruppu Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,7.4055,929616.4699999996,66730.17599999999,2024,7.4055e-06
Maritimepattu Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,6.793000000000002,239045.671,17159.292000000005,2024,6.793000000000002e-06
Hildummulla Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,6.718,73739.97999999998,5293.236,2024,6.718e-06
Doluwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,6.707,46189.49099999999,3315.600000000001,2024,6.7069999999999995e-06
Rambewa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,6.7010000000000005,86280.66500000001,6193.44,2024,6.701000000000001e-06
Akuressa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,6.689000000000001,35185.283,2525.688,2024,6.689000000000001e-06
Ella Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,6.505000000000001,106866.91400000002,7671.168000000001,2024,6.505e-06
Laggala-Pallegama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,6.164499999999999,74321.336,5334.972000000001,2024,6.164499999999999e-06
Kotavehera Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,5.8155,85763.491,6156.311999999999,2024,5.8155000000000005e-06
Medadumbara Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,5.345999999999999,34221.378,2456.4960000000005,2024,5.345999999999999e-06
Seruvila Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,5.154,71915.05799999999,5162.244,2024,5.154e-06
Katharagama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,5.13,97261.845,6981.696,2024,5.13e-06
Kirinda-Puhulwella Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.799999999999999,15286.488,1097.304,2024,4.799999999999999e-06
Karuwalagaswewa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.751999999999999,45501.737,3266.2320000000004,2024,4.751999999999999e-06
Verugal Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.727999999999999,58511.771,4200.120000000001,2024,4.727999999999999e-06
Delthota Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.5645,23900.208,1715.6160000000002,2024,4.5645e-06
Pachchilaipalli Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.5545,118116.84500000002,8478.719999999998,2024,4.5545e-06
Pathahewaheta Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.540500000000001,58652.33500000002,4210.212,2024,4.540500000000001e-06
Vavuniya South Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.530499999999999,96044.78900000002,6894.336000000002,2024,4.530499999999999e-06
Athuraliya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.5185,18296.61,1313.3760000000002,2024,4.5185e-06
Thunukkai Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.1605,140711.68799999997,10100.628,2024,4.1605e-06
Morawewa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.1525,52028.209,3734.712000000001,2024,4.1525e-06
Musali Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.148499999999999,67345.055,4834.2,2024,4.148499999999999e-06
Giribawa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.148499999999999,28744.841,2063.3760000000007,2024,4.148499999999999e-06
Hakmana Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.5520000000000005,13177.415999999996,945.912,2024,3.5520000000000005e-06
Maspotha Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.5520000000000005,37825.21300000001,2715.1920000000005,2024,3.5520000000000005e-06
Kahatagasdigiliya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.516,45225.833,3246.42,2024,3.516e-06
Buttala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.396000000000001,36016.409,2585.3519999999994,2024,3.3960000000000006e-06
Uhana Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.3050000000000006,36431.664,2615.16,2024,3.3050000000000005e-06
Ganewatta Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.257000000000001,25699.643999999997,1844.784,2024,3.257000000000001e-06
Pallama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.233999999999999,45748.135,3283.92,2024,3.233999999999999e-06
Vavuniya North Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.222,83300.064,5979.4800000000005,2024,3.222e-06
Rajanganaya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.1500000000000004,18309.042,1314.264,2024,3.1500000000000003e-06
Koralai Pattu West (Oddamavadi) Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.138,54443.1,3908.064,2024,3.138e-06
Katupotha Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.126,26502.469,1902.4080000000004,2024,3.126e-06
Nachchadoowa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.078,20674.385,1484.064,2024,3.078e-06
Kuliyapitiya East Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.0660000000000003,24955.921,1791.3959999999995,2024,3.0660000000000004e-06
Siyambalanduwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.03,31725.445000000003,2277.336,2024,3.03e-06
Weligepola Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.018,16767.054,1203.576,2024,3.0179999999999997e-06
Delft Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.006,46757.66500000001,3356.375999999999,2024,3.0059999999999997e-06
Wilgamuwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.876500000000001,23531.086000000003,1689.12,2024,2.8765000000000008e-06
Mahaoya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.5465000000000004,18686.46,1341.36,2024,2.5465000000000005e-06
Neluwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.8890000000000005,11360.286,815.4720000000001,2024,1.8890000000000005e-06
Ambanganga Korale Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.889,13334.282,957.168,2024,1.889e-06
Rasnayakapura Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.806,29669.388000000003,2129.748,2024,1.806e-06
Karandeniya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.7339999999999998,8245.837,591.9120000000001,2024,1.7339999999999998e-06
Nawagattegama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.7339999999999998,18345.018000000004,1316.8560000000004,2024,1.7339999999999998e-06
Poonakary Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.6980000000000006,83106.271,5965.572,2024,1.6980000000000007e-06
Deraniyagala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.511,4983.051,357.696,2024,1.5109999999999998e-06
Pothuvil Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.38,17735.981999999996,1273.1280000000004,2024,1.38e-06
Padaviya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.332,10722.606,769.6919999999999,2024,1.3320000000000001e-06
Yatiyanthota Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.2375000000000005,2629.947,188.784,2024,1.2375000000000004e-06
Nanaddan Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.306,20907.552,1500.792,2024,3.06e-07
Soranathota Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.294,7341.16,526.968,2024,2.9399999999999996e-07
Nivithigala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.2269999999999999,5436.416,390.24,2024,2.269999999999999e-07
Ambanpola Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.2149999999999999,6967.049000000001,500.112,2024,2.149999999999999e-07
Madhu Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.151,5416.764000000001,388.8239999999999,2024,1.51e-07
Navithanveli Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.084,2581.104,185.28,2024,8.400000000000001e-08
Kebithigollewa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.035,968.9289999999996,69.552,2024,3.5e-08
Kaduwela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,51270.49286499999,1454670732.7679098,170331630.61799994,2025,0.051270492864999996
Colombo Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,49960.74671500001,862054887.5035499,100940516.8,2025,0.04996074671500001
K.F.G. & G. Korale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,46130.8501,926507615.2875602,108487473.83484,2025,0.0461308501
Kesbewa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,44170.423735,1103795249.0,129246599.82468005,2025,0.044170423735
Thimbirigasyaya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,41271.38191000001,879219272.6258401,102950344.56456004,2025,0.04127138191000001
Ja-Ela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,38669.15919499999,774003783.6,90630357.34764002,2025,0.03866915919499999
Attanagalla Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,38043.85473499999,353949551.28443,41444983.66,2025,0.03804385473499999
Katana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,36308.21576000001,699313027.1629801,81884598.47,2025,0.036308215760000005
Panadura Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,35485.31633,603917059.2165599,70714405.81,2025,0.03548531633
Homagama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,34414.56210999999,648628693.0322199,75949821.7,2025,0.03441456210999999
Ambagamuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,33450.58876,228597256.11608,26767118.46,2025,0.03345058876
Ratnapura Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,32874.32126,265763223.14642,31118989.75739999,2025,0.03287432126
Nuwara Eliya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,32524.60391,298789331.7814,34986112.6692,2025,0.032524603910000005
Gampaha Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,32260.979625,547266434.7089801,64081020.37740001,2025,0.032260979625
Kalutara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,31374.991250000006,393783946.69716,46109308.9,2025,0.031374991250000005
Maharagama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,31060.86285,947325229.54378,110925068.97479998,2025,0.031060862850000003
Wattala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,29907.195445,574932475.0,67320517.16268001,2025,0.029907195445
Mahara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,29382.40568,607237964.5,71103261.63,2025,0.02938240568
Beruwala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,29078.59423,346393187.9,40560186.86,2025,0.029078594229999997
Kolonnawa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,28748.713855,723796377.1917402,84751425.13,2025,0.028748713855000003
Dehiwala-Mount Lavinia Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,28434.93559,725503337.6,84951298.07387997,2025,0.02843493559
Biyagama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,27837.24363,778675466.2454299,91177377.30396004,2025,0.02783724363
Moratuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,27635.91346,518826282.6,60750879.877080016,2025,0.02763591346
Embilipitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,25932.72943,210896265.33946997,24694457.80175999,2025,0.02593272943
Galle Four Gravets Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,25908.28886,542602211.1,63534873.24480001,2025,0.02590828886
Mirigama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,25578.38289,188912758.19961,22120344.97,2025,0.02557838289
Minuwangoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,25178.217605,322009877.1,37705074.01,2025,0.025178217605
Divulapitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,23819.76187,170271677.38225996,19937606.37,2025,0.023819761869999997
Dompe Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,23703.769010000004,293808715.9,34402917.99,2025,0.023703769010000004
Negombo Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,23629.557645,507861217.9,59466948.99923999,2025,0.023629557645
Kelaniya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,23294.7362,625480290.3,73239309.09,2025,0.0232947362
Yatinuwara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,23214.381125000004,216521413.723,25353122.54856,2025,0.023214381125000003
Mawanella Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,22335.64305,184690877.22811,21625992.46272,2025,0.02233564305
Kundasale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,22119.17592,290820593.3,34053029.94492,2025,0.02211917592
Kurunegala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,21066.32232,315291056.5,36918347.81,2025,0.02106632232
Matara Four Gravets Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,21005.56934,513229351.0745799,60095520.02927999,2025,0.02100556934
Horana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,20930.3895,222251752.78528,26024104.786920007,2025,0.0209303895
Hanwella Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,20769.21289,219340929.3,25683268.029840004,2025,0.02076921289
Matale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,20708.18005,184483227.20214003,21601678.1,2025,0.02070818005
Pannala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,20675.944515000003,221854811.9312001,25977625.8372,2025,0.020675944515000003
Sri Jayawardanapura Kotte Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,20446.10995,504445514.59416,59066993.70564,2025,0.02044610995
Udapalatha Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,20272.48785,155885394.2,18253074.77,2025,0.02027248785
Kegalle Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,20047.724745,145718810.1,17062639.53,2025,0.020047724745
Hikkaduwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,19025.27086,172118320.77378002,20153835.49,2025,0.019025270860000002
Badulla Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,18781.76957,235297258.15682003,27551640.89,2025,0.01878176957
Vavuniya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,18190.81097,276915000.17020005,32424783.568440005,2025,0.01819081097
Trincomalee Town and Gravets Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,18181.57068,393392707.7,46063497.49847999,2025,0.018181570680000002
Kuruvita Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,18139.843605,92835399.36,10870367.23,2025,0.018139843604999997
Puttalam Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,17414.29019,214865820.8207,25159264.495679997,2025,0.01741429019
Mahiyanganaya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,17201.60923,160240091.7,18762978.87,2025,0.017201609229999998
Warakapola Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,17059.67321,100009538.24358,11710407.94608,2025,0.01705967321
Balangoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,16954.87711,125528112.6,14698452.284039997,2025,0.016954877110000002
Walapane Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,16447.32873,125099798.03342,14648299.571279995,2025,0.016447328730000002
Mathugama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,16378.899775000004,95250378.84,11153144.16,2025,0.016378899775000004
Dimbulagala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,16330.027515000002,192044521.0567,22487052.1,2025,0.016330027515
Harispattuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15914.821779999998,164969610.5,19316772.153240003,2025,0.015914821779999998
Ibbagamuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15811.20359,89581325.68805999,10489338.229440002,2025,0.01581120359
Kothmale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15659.213295,103674223.2,12139516.680000002,2025,0.015659213295
Hanguranketha Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15557.0065,129413866.74242002,15153446.398799997,2025,0.0155570065
Rideegama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15275.61408,82970912.27,9715305.69828,2025,0.01527561408
Welimada Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15254.779799999998,207025934.3834,24241269.3138,2025,0.015254779799999998
Thamankaduwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15243.38318,213431980.5,24991371.98,2025,0.01524338318
Balapitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15061.29497,192616943.2,22554078.72204,2025,0.015061294970000002
Polgahawela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,15040.76163,141126052.75327998,16524860.33748,2025,0.015040761630000002
Bandarawela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14999.21875,335803643.06351006,39320226.02,2025,0.01499921875
Koralai Pattu (Valachchenai) Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14747.632825,239377718.0,28029433.666440006,2025,0.014747632825
Weligama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14698.72823,184374369.5,21588931.693319995,2025,0.014698728230000001
