name,sector,subsector,sourceType,emissionsQuantity,activity,capacity,year,emissions_mt
Malimbada Division,transportation,road-transportation,gadm-aggregation,18048.67134243079,138183906.93096995,433.17754746200217,2024,0.018048671342430787
Manmunai South and Eruvilpattu Division,transportation,road-transportation,gadm-aggregation,17729.230588788065,132606250.39509104,591.3074435924106,2024,0.017729230588788066
Nanaddan Division,transportation,road-transportation,gadm-aggregation,17695.827461002373,132737790.61114465,627.3167666504588,2024,0.017695827461002372
Pitabeddara Division,transportation,road-transportation,gadm-aggregation,17673.140495278076,134746785.2151754,823.4522353188079,2024,0.017673140495278076
Kuruvita Division,transportation,road-transportation,gadm-aggregation,17453.022645893292,133518554.0526762,786.1572626187858,2024,0.017453022645893292
Imaduwa Division,transportation,road-transportation,gadm-aggregation,17388.411080054615,134233388.61263773,313.74577350830833,2024,0.017388411080054615
Mihinthale Division,transportation,road-transportation,gadm-aggregation,17269.818081304846,129686799.7,617.3929220933634,2024,0.017269818081304844
Galewela Division,transportation,road-transportation,gadm-aggregation,17239.504616416816,131138473.11469898,824.9436362903806,2024,0.017239504616416816
Pothuvil Division,transportation,road-transportation,gadm-aggregation,17082.09002246166,128623700.39845204,528.1785904671201,2024,0.01708209002246166
Palindanuwara Division,transportation,road-transportation,gadm-aggregation,17077.07429770702,129652248.86786216,1048.6037801683526,2024,0.01707707429770702
Ambalangoda Division,transportation,road-transportation,gadm-aggregation,17043.363256030607,129760182.91880274,455.3831663709124,2024,0.017043363256030605
Thambuttegama Division,transportation,road-transportation,gadm-aggregation,16893.867147708406,126444619.54681528,521.3874268770531,2024,0.016893867147708408
Ampara Division,transportation,road-transportation,gadm-aggregation,16860.78260316063,126770191.86613113,537.6206145126331,2024,0.01686078260316063
Nikaweratiya Division,transportation,road-transportation,gadm-aggregation,16465.898723295843,123519304.50502308,765.8421084903038,2024,0.016465898723295843
Chilaw Division,transportation,road-transportation,gadm-aggregation,16337.39436263231,121804483.65262836,524.2805121058569,2024,0.01633739436263231
Polgahawela Division,transportation,road-transportation,gadm-aggregation,16295.578388352367,124229065.47806576,535.2440911887643,2024,0.016295578388352366
Galnewa Division,transportation,road-transportation,gadm-aggregation,16295.563420455685,121095842.3055737,684.4831126882569,2024,0.016295563420455683
Madampe Division,transportation,road-transportation,gadm-aggregation,16258.336273454504,120797263.30852212,497.1153991231353,2024,0.016258336273454504
Ibbagamuwa Division,transportation,road-transportation,gadm-aggregation,16227.28062341001,122763123.87415417,748.5105048560581,2024,0.01622728062341001
Polpithigama Division,transportation,road-transportation,gadm-aggregation,16180.414616451704,120635513.45825456,1169.237153175816,2024,0.016180414616451703
Muttur Division,transportation,road-transportation,gadm-aggregation,16135.346479484657,119543085.56124116,654.6798061470213,2024,0.016135346479484655
Sevanagala Division,transportation,road-transportation,gadm-aggregation,16071.398464628212,121922980.80959769,631.8453248865578,2024,0.01607139846462821
Porativu Pattu Division,transportation,road-transportation,gadm-aggregation,15890.892716380862,118085831.1902051,726.3942000287099,2024,0.01589089271638086
Elapatha Division,transportation,road-transportation,gadm-aggregation,15883.975785172102,120613348.33638838,626.9718758,2024,0.015883975785172103
Passara Division,transportation,road-transportation,gadm-aggregation,15882.400255684686,122324923.64026289,762.1281459641237,2024,0.015882400255684687
Dehiattakandiya Division,transportation,road-transportation,gadm-aggregation,15863.652219549223,117882794.8017194,825.2365894558419,2024,0.015863652219549225
Karandeniya Division,transportation,road-transportation,gadm-aggregation,15852.252059397191,120952993.0815026,506.8392889,2024,0.015852252059397193
Bope-Poddala Division,transportation,road-transportation,gadm-aggregation,15819.059616558206,120248146.33463374,317.41908670560235,2024,0.015819059616558207
Madurawala Division,transportation,road-transportation,gadm-aggregation,15691.779393908517,119148736.25650676,529.0981456217129,2024,0.015691779393908516
Akurana Division,transportation,road-transportation,gadm-aggregation,15659.803985930996,125129270.6993904,328.05319793500564,2024,0.015659803985930996
Mawathagama Division,transportation,road-transportation,gadm-aggregation,15464.823324235054,117693846.6775435,467.9180030231668,2024,0.015464823324235055
Karativu Division,transportation,road-transportation,gadm-aggregation,15360.722106357567,116242661.46935847,157.9036151565184,2024,0.015360722106357567
Poonakary Division,transportation,road-transportation,gadm-aggregation,15113.735409349129,113355256.983349,788.5096301228529,2024,0.015113735409349129
Pelmadulla Division,transportation,road-transportation,gadm-aggregation,15095.41672063259,119193292.7266219,643.6211121760177,2024,0.015095416720632589
Bibile Division,transportation,road-transportation,gadm-aggregation,15072.174730485383,115344952.82236852,587.4023609,2024,0.015072174730485383
Mahawewa Division,transportation,road-transportation,gadm-aggregation,15022.592820553822,112073561.60672124,472.009776,2024,0.015022592820553822
Horowpothana Division,transportation,road-transportation,gadm-aggregation,14731.635900582762,110578214.9394575,794.0188534402839,2024,0.014731635900582761
Ayagama Division,transportation,road-transportation,gadm-aggregation,14399.722862081955,109348241.02186342,691.1124094697799,2024,0.014399722862081955
Walapane Division,transportation,road-transportation,gadm-aggregation,14385.21183169992,114713741.22571523,998.1188657355352,2024,0.014385211831699921
Dehiovita Division,transportation,road-transportation,gadm-aggregation,14341.04541184191,109719614.2003442,629.0817130503807,2024,0.01434104541184191
Dickwella Division,transportation,road-transportation,gadm-aggregation,14325.55537232507,108800535.22019625,348.64781588530815,2024,0.01432555537232507
Mallawapitiya Division,transportation,road-transportation,gadm-aggregation,14285.17247028066,108156527.32308324,461.1575542218202,2024,0.01428517247028066
Alayadiwembu Division,transportation,road-transportation,gadm-aggregation,14255.45065883438,106634334.8562502,416.98434949967617,2024,0.014255450658834379
Weerambugedara Division,transportation,road-transportation,gadm-aggregation,13952.61966491395,105652933.3938744,481.7646740161357,2024,0.01395261966491395
Uhana Division,transportation,road-transportation,gadm-aggregation,13517.390723302926,102086442.92111212,716.5007321696355,2024,0.013517390723302925
Alawwa Division,transportation,road-transportation,gadm-aggregation,13428.087671445248,102402111.21601433,508.6512294106877,2024,0.013428087671445248
Kotapola Division,transportation,road-transportation,gadm-aggregation,13404.890336766315,102649417.7803906,675.1580820763235,2024,0.013404890336766315
Thirukkovil Division,transportation,road-transportation,gadm-aggregation,13324.98650494521,100627478.57008386,422.2096180603537,2024,0.01332498650494521
Kegalle Division,transportation,road-transportation,gadm-aggregation,13296.128750786724,101195375.99224731,518.0575137987402,2024,0.013296128750786724
Kuliyapitiya East Division,transportation,road-transportation,gadm-aggregation,13291.488366071637,99891916.47,610.9923473569952,2024,0.013291488366071637
Bandarawela Division,transportation,road-transportation,gadm-aggregation,13141.152099531724,105115460.61917163,516.7670919706698,2024,0.013141152099531725
Welivitiya-Divithura Division,transportation,road-transportation,gadm-aggregation,13140.996913311614,100569988.12164736,479.62787215716486,2024,0.013140996913311614
Balangoda Division,transportation,road-transportation,gadm-aggregation,13131.1801572492,106960786.74369232,738.2606336727612,2024,0.0131311801572492
Bentota Division,transportation,road-transportation,gadm-aggregation,13113.052169935929,101054344.70929086,373.6506974364546,2024,0.013113052169935928
Godakawela Division,transportation,road-transportation,gadm-aggregation,13028.43874602603,102604069.2133212,574.3495933443323,2024,0.013028438746026029
Thihagoda Division,transportation,road-transportation,gadm-aggregation,12976.004314983888,99120972.45290852,339.97840923091167,2024,0.012976004314983887
Welipitiya Division,transportation,road-transportation,gadm-aggregation,12926.874756633577,98846878.06197926,327.5435282339121,2024,0.012926874756633577
Katupotha Division,transportation,road-transportation,gadm-aggregation,12924.863136842756,96322976.97055088,527.1241322191106,2024,0.012924863136842756
Manmunai Pattu (Araipattai) Division,transportation,road-transportation,gadm-aggregation,12856.69701205476,96097568.67,232.7029704743995,2024,0.01285669701205476
Maspotha Division,transportation,road-transportation,gadm-aggregation,12764.835508389298,95926652.88452937,388.6107343835729,2024,0.012764835508389298
Hildummulla Division,transportation,road-transportation,gadm-aggregation,12696.51412214554,101735998.00099972,654.5378009719226,2024,0.01269651412214554
Kuchchaveli Division,transportation,road-transportation,gadm-aggregation,12670.92659852352,92953232.63322452,530.7787715156795,2024,0.01267092659852352
Kahatagasdigiliya Division,transportation,road-transportation,gadm-aggregation,12626.39840823444,94597084.14887583,699.3062612451828,2024,0.01262639840823444
Kiriella Division,transportation,road-transportation,gadm-aggregation,12588.842638328735,96657410.71,419.1152482821728,2024,0.012588842638328735
Buttala Division,transportation,road-transportation,gadm-aggregation,12510.748322581892,96233287.91872504,739.9117392069048,2024,0.012510748322581892
Manthai West Division,transportation,road-transportation,gadm-aggregation,12367.51967104704,92737938.25987773,660.9438686297816,2024,0.012367519671047041
Eheliyagoda Division,transportation,road-transportation,gadm-aggregation,12358.084806946352,94378422.37662362,589.2462763143456,2024,0.012358084806946352
Rideemaliyadda Division,transportation,road-transportation,gadm-aggregation,12300.701628028764,93883919.49680156,837.3408643684767,2024,0.012300701628028765
Welikanda Division,transportation,road-transportation,gadm-aggregation,12292.118818530918,92225601.19,683.0158718,2024,0.012292118818530918
Akuressa Division,transportation,road-transportation,gadm-aggregation,12277.313496573095,94132726.86198224,526.4520491826988,2024,0.012277313496573095
Mawanella Division,transportation,road-transportation,gadm-aggregation,12157.030030616266,93015003.87767684,490.2119956293523,2024,0.012157030030616266
Ella Division,transportation,road-transportation,gadm-aggregation,11933.80005497812,92318489.09682022,443.6284820059845,2024,0.01193380005497812
Rideegama Division,transportation,road-transportation,gadm-aggregation,11845.23924537796,90522770.68656874,726.1363921634749,2024,0.01184523924537796
Kotavehera Division,transportation,road-transportation,gadm-aggregation,11825.703048181327,88559709.14058778,727.4229238938171,2024,0.011825703048181327
Rajanganaya Division,transportation,road-transportation,gadm-aggregation,11814.945760322877,87963086.38546544,528.2438210315415,2024,0.011814945760322876
Manmunai West Division,transportation,road-transportation,gadm-aggregation,11676.52986989308,86848858.98,718.1146343465816,2024,0.011676529869893081
Warakapola Division,transportation,road-transportation,gadm-aggregation,11650.943973036356,88283891.33509408,683.6389296,2024,0.011650943973036355
Thanamalvila Division,transportation,road-transportation,gadm-aggregation,11436.368805472226,87666426.81427822,492.5902387,2024,0.011436368805472226
Imbulpe Division,transportation,road-transportation,gadm-aggregation,11429.879391475795,93158519.02239046,656.1742383438923,2024,0.011429879391475795
Rambukkana Division,transportation,road-transportation,gadm-aggregation,11410.652766994352,86216499.24915545,519.9833497446217,2024,0.011410652766994352
Hanguranketha Division,transportation,road-transportation,gadm-aggregation,11329.259578661056,90121125.94,843.4889704,2024,0.011329259578661056
Ambanpola Division,transportation,road-transportation,gadm-aggregation,11314.438786692606,85104402.51012361,557.7990324962163,2024,0.011314438786692606
Pasgoda Division,transportation,road-transportation,gadm-aggregation,11254.122831756164,85431145.21085109,617.2894845426084,2024,0.011254122831756164
Vadamaradchy East Division,transportation,road-transportation,gadm-aggregation,11207.327074846591,82777691.96483295,503.05422582544224,2024,0.01120732707484659
Neluwa Division,transportation,road-transportation,gadm-aggregation,11133.460247991365,84468830.59130536,662.2942489236722,2024,0.011133460247991365
Manmunai South-West Division,transportation,road-transportation,gadm-aggregation,11069.676680867611,82148198.47050284,361.6126667453517,2024,0.011069676680867611
Uva Paranagama Division,transportation,road-transportation,gadm-aggregation,11023.697009149677,89608436.68929859,690.9955020843092,2024,0.011023697009149677
Kantalai Division,transportation,road-transportation,gadm-aggregation,11014.83857,81896967.00023015,474.63327609233977,2024,0.01101483857
Nachchadoowa Division,transportation,road-transportation,gadm-aggregation,10942.499271779796,81733937.67644648,453.3913501,2024,0.010942499271779796
Moneragala Division,transportation,road-transportation,gadm-aggregation,10937.003563558676,84535177.54,562.1856598247683,2024,0.010937003563558676
Kobeigane Division,transportation,road-transportation,gadm-aggregation,10906.757015152454,81441702.76146755,554.0057025127364,2024,0.010906757015152454
Kalawana Division,transportation,road-transportation,gadm-aggregation,10823.43913,82159143.13969599,689.9729704321938,2024,0.010823439130000001
Rambewa Division,transportation,road-transportation,gadm-aggregation,10801.257191611166,80877021.35,654.9630464,2024,0.010801257191611166
Karuwalagaswewa Division,transportation,road-transportation,gadm-aggregation,10750.85250229705,80970658.85750695,577.3251095660355,2024,0.01075085250229705
Island South (Velanai) Division,transportation,road-transportation,gadm-aggregation,10651.313290101258,78438555.63981165,420.1371499271163,2024,0.010651313290101258
Rasnayakapura Division,transportation,road-transportation,gadm-aggregation,10629.100139376362,79203876.53179106,578.0267652436145,2024,0.010629100139376362
Ruwanwella Division,transportation,road-transportation,gadm-aggregation,10500.69060666995,79702478.74808703,505.8655308318744,2024,0.01050069060666995
Nivithigala Division,transportation,road-transportation,gadm-aggregation,10472.101630406338,79963287.14,604.7023208768361,2024,0.010472101630406338
Galenbindunuwewa Division,transportation,road-transportation,gadm-aggregation,10356.11125561792,76867150.86658621,803.6170087,2024,0.01035611125561792
Haputale Division,transportation,road-transportation,gadm-aggregation,10267.172168147696,83393371.7,442.5171309701407,2024,0.010267172168147695
Ipalogama Division,transportation,road-transportation,gadm-aggregation,10255.023912753491,76267256.21292177,546.4045126093503,2024,0.010255023912753491
Lahugala Division,transportation,road-transportation,gadm-aggregation,10196.785901855885,76934048.14905344,387.3610318894392,2024,0.010196785901855885
Kolonna Division,transportation,road-transportation,gadm-aggregation,10157.183775181498,78002966.48546158,475.16538073769146,2024,0.010157183775181499
Thirappane Division,transportation,road-transportation,gadm-aggregation,10129.520711057789,76083637.24748571,599.1427247,2024,0.010129520711057789
Minipe Division,transportation,road-transportation,gadm-aggregation,10104.128122095375,80418215.44683966,613.7515746349105,2024,0.010104128122095376
Thampalakamam Division,transportation,road-transportation,gadm-aggregation,10003.89499683307,74491616.82580549,304.68756370855647,2024,0.01000389499683307
Palagala Division,transportation,road-transportation,gadm-aggregation,9906.794395,74663945.74496844,636.1015923005907,2024,0.009906794395000001
Elahera Division,transportation,road-transportation,gadm-aggregation,9879.450528932328,74562660.05346131,607.5802090093235,2024,0.009879450528932328
Kebithigollewa Division,transportation,road-transportation,gadm-aggregation,9721.537274308615,72912134.40737653,586.8706797707796,2024,0.009721537274308615
Mahakumbukkadawala Division,transportation,road-transportation,gadm-aggregation,9612.913463139204,71159847.23473632,600.7239896992741,2024,0.009612913463139205
Pachchilaipalli Division,transportation,road-transportation,gadm-aggregation,9356.881782622224,70116226.18161765,400.02674536414776,2024,0.009356881782622223
Galigamuwa Division,transportation,road-transportation,gadm-aggregation,9312.840096448414,70201136.20567495,580.7289827,2024,0.009312840096448413
Doluwa Division,transportation,road-transportation,gadm-aggregation,8853.075010479777,70425027.12854399,534.6030678994912,2024,0.008853075010479777
Yatiyanthota Division,transportation,road-transportation,gadm-aggregation,8807.294853455009,67462008.55256988,421.5520169787164,2024,0.008807294853455008
Giribawa Division,transportation,road-transportation,gadm-aggregation,8548.194153697163,63486939.69624697,620.3238435366769,2024,0.008548194153697163
Padaviya Division,transportation,road-transportation,gadm-aggregation,8422.491971992804,62227710.92456862,516.5326715951994,2024,0.008422491971992805
Yakkalamulla Division,transportation,road-transportation,gadm-aggregation,8415.220792452805,63851669.20681025,466.1359169354412,2024,0.008415220792452804
Medadumbara Division,transportation,road-transportation,gadm-aggregation,8384.286797,67020605.55086719,507.07653584944615,2024,0.008384286797
Vavuniya South Division,transportation,road-transportation,gadm-aggregation,8313.723686,61915724.53496544,327.7389127872256,2024,0.008313723686
Katharagama Division,transportation,road-transportation,gadm-aggregation,8313.132899273549,62110299.68263705,305.93475578854776,2024,0.008313132899273549
Musali Division,transportation,road-transportation,gadm-aggregation,8280.983741,61147983.894998565,382.96150838197104,2024,0.008280983741
Ganga Ihala Korale Division,transportation,road-transportation,gadm-aggregation,8209.262205721107,64659001.204611205,473.8775936422946,2024,0.008209262205721107
Pasbage Korale Division,transportation,road-transportation,gadm-aggregation,8193.935505438898,65230287.36991652,469.7699790745027,2024,0.008193935505438898
Koralai Pattu West (Oddamavadi) Division,transportation,road-transportation,gadm-aggregation,8145.026309570994,61522080.83311209,316.47246599727947,2024,0.008145026309570993
Lankapura Division,transportation,road-transportation,gadm-aggregation,7983.558407440943,58612398.65517443,410.89167302938097,2024,0.007983558407440942
Pallama Division,transportation,road-transportation,gadm-aggregation,7953.671659745328,58880327.66,414.1908768124859,2024,0.007953671659745329
Morawewa Division,transportation,road-transportation,gadm-aggregation,7934.015462764446,59558514.12684709,327.8183814369615,2024,0.007934015462764446
Mahaoya Division,transportation,road-transportation,gadm-aggregation,7866.144700002091,59866254.362068266,384.9275670128494,2024,0.007866144700002091
Ehetuwewa Division,transportation,road-transportation,gadm-aggregation,7718.681269,57441000.243805744,533.8325726982723,2024,0.007718681269
Verugal Division,transportation,road-transportation,gadm-aggregation,7663.534801255375,57039242.22774559,289.59375915193914,2024,0.007663534801255375
Naula Division,transportation,road-transportation,gadm-aggregation,7650.587633,58326388.92019002,428.2984246810673,2024,0.007650587633
Pathahewaheta Division,transportation,road-transportation,gadm-aggregation,7618.197409935628,60600560.283870846,443.7855898410399,2024,0.007618197409935627
Agalawatta Division,transportation,road-transportation,gadm-aggregation,7602.654413907553,57721380.07011306,451.0103986178392,2024,0.0076026544139075536
Unknown name,transportation,domestic-shipping,point-source,7567.485541534816,9562.002049,155.0,2024,0.007567485541534816
Kattankudy Division,transportation,road-transportation,gadm-aggregation,7562.296956299688,56260085.14665464,88.76372891855107,2024,0.0075622969562996875
Kamburupitiya Division,transportation,road-transportation,gadm-aggregation,7545.480483695277,57316298.51736419,299.89677642381514,2024,0.007545480483695277
Nawagattegama Division,transportation,road-transportation,gadm-aggregation,7534.6190691700285,56088450.410730496,424.725521,2024,0.007534619069170028
Rattota Division,transportation,road-transportation,gadm-aggregation,7403.803941197179,57768982.116699606,482.6729606490799,2024,0.007403803941197179
Mulatiyana Division,transportation,road-transportation,gadm-aggregation,7375.3043714944115,55987595.19269682,451.6951837655479,2024,0.007375304371494412
Padavi Sri Pura Division,transportation,road-transportation,gadm-aggregation,7335.5542384671535,54166037.53021716,450.4739119386323,2024,0.007335554238467153
Ganewatta Division,transportation,road-transportation,gadm-aggregation,7174.585579420611,53470706.79521132,460.8504705002718,2024,0.007174585579420611
Galle,transportation,international-shipping,point-source,7057.780554556334,69289.47526958468,130.0,2024,0.0070577805545563345
Bamunakotuwa Division,transportation,road-transportation,gadm-aggregation,6865.417096333138,51190293.71593688,244.4048174101833,2024,0.006865417096333138
Vanathavilluwa Division,transportation,road-transportation,gadm-aggregation,6798.733984983031,50341179.01210862,420.9721488,2024,0.006798733984983031
Badalkumbura Division,transportation,road-transportation,gadm-aggregation,6653.618671378341,51359922.108443245,414.4545724134581,2024,0.006653618671378341
Poojapitiya Division,transportation,road-transportation,gadm-aggregation,6579.849501115348,52345393.10502489,358.8603812090016,2024,0.0065798495011153485
Bulathkohupitiya Division,transportation,road-transportation,gadm-aggregation,6452.481945628768,49211933.67441671,422.2439816543281,2024,0.0064524819456287675
Eragama Division,transportation,road-transportation,gadm-aggregation,6238.321320691403,46953975.77069592,229.91324758796168,2024,0.006238321320691403
Madhu Division,transportation,road-transportation,gadm-aggregation,6195.612621261932,46264202.29316861,504.5996713457193,2024,0.006195612621261932
Thunukkai Division,transportation,road-transportation,gadm-aggregation,6186.730603643652,45636659.60618692,452.7638272143462,2024,0.006186730603643652
Hakmana Division,transportation,road-transportation,gadm-aggregation,6102.255056,46327982.75587096,244.86304896353883,2024,0.006102255056
Maha Vilachchiya Division,transportation,road-transportation,gadm-aggregation,6086.672636404166,45139600.70579296,612.0000698377702,2024,0.006086672636404166
Wilgamuwa Division,transportation,road-transportation,gadm-aggregation,6050.707968411179,45905790.063967004,468.0025235,2024,0.006050707968411178
Okewela Division,transportation,road-transportation,gadm-aggregation,6004.362817486819,45580622.25382477,269.88673048439216,2024,0.006004362817486819
Laggala-Pallegama Division,transportation,road-transportation,gadm-aggregation,5781.362845511181,43647435.89240813,435.2350967493738,2024,0.005781362845511181
Aranayaka Division,transportation,road-transportation,gadm-aggregation,5724.8093370248425,43148224.26354747,381.6034018528583,2024,0.005724809337024843
Padiyathalawa Division,transportation,road-transportation,gadm-aggregation,5602.169878739352,43299166.20565115,275.6004138726703,2024,0.005602169878739352
Palugaswewa Division,transportation,road-transportation,gadm-aggregation,5552.254855548136,42102073.35208019,258.1965627,2024,0.005552254855548136
Kirinda-Puhulwella Division,transportation,road-transportation,gadm-aggregation,5505.888121770467,42314661.31463128,146.25612076065408,2024,0.0055058881217704666
Pallepola Division,transportation,road-transportation,gadm-aggregation,5457.222717216072,41351921.86331438,300.5560955999555,2024,0.0054572227172160715
Athuraliya Division,transportation,road-transportation,gadm-aggregation,5329.353833,40545196.044545874,286.8398104610707,2024,0.005329353833
Seruvila Division,transportation,road-transportation,gadm-aggregation,5279.928836264683,38975386.38159154,299.8969776141108,2024,0.005279928836264683
Lunugala Division,transportation,road-transportation,gadm-aggregation,5153.463203561494,39613876.62833331,301.027803,2024,0.005153463203561494
Deraniyagala Division,transportation,road-transportation,gadm-aggregation,5096.082302203841,38690197.28,481.76188364930135,2024,0.005096082302203841
Madulla Division,transportation,road-transportation,gadm-aggregation,4882.455129264881,37304703.64415277,505.3329484982472,2024,0.004882455129264881
Mundalama Division,transportation,road-transportation,gadm-aggregation,4670.772098737966,34578328.93747747,363.3300911114665,2024,0.004670772098737966
Opanayaka Division,transportation,road-transportation,gadm-aggregation,4647.575331923576,37896842.65041632,235.06235189014888,2024,0.0046475753319235764
Thumpane Division,transportation,road-transportation,gadm-aggregation,4600.386463611879,36467771.34426896,190.6671520621753,2024,0.004600386463611879
Kahawatta Division,transportation,road-transportation,gadm-aggregation,4515.506967136611,36705007.02186979,288.3595536676415,2024,0.004515506967136611
Kandaketiya Division,transportation,road-transportation,gadm-aggregation,4332.420469602927,33682499.145211905,333.65490893314137,2024,0.004332420469602928
Islands North (Kayts) Division,transportation,road-transportation,gadm-aggregation,4271.513000367856,31456271.767083663,198.1076853934619,2024,0.004271513000367856
Medagama Division,transportation,road-transportation,gadm-aggregation,4263.667375456467,32433822.96003183,352.8025989882372,2024,0.004263667375456468
Panvila Division,transportation,road-transportation,gadm-aggregation,4211.462124226958,33501259.549878366,331.9799807228775,2024,0.004211462124226958
Udadumbara Division,transportation,road-transportation,gadm-aggregation,4151.124246342304,33202404.88241128,350.6331065216222,2024,0.004151124246342304
Navithanveli Division,transportation,road-transportation,gadm-aggregation,4090.9419964302833,30549881.496238086,198.62047998379367,2024,0.004090941996430284
Kalmunai Division,transportation,road-transportation,gadm-aggregation,3925.6994739025154,29599247.03484991,105.48729695020933,2024,0.003925699473902516
Manthai East Division,transportation,road-transportation,gadm-aggregation,3898.844907063393,28765965.13180097,453.2830836371966,2024,0.003898844907063393
Yatawatta Division,transportation,road-transportation,gadm-aggregation,3782.9338752539534,28640209.249334283,237.2392484938067,2024,0.0037829338752539536
Soranathota Division,transportation,road-transportation,gadm-aggregation,3608.229528637196,27419147.952684157,278.93447627244177,2024,0.0036082295286371958
Weligepola Division,transportation,road-transportation,gadm-aggregation,3161.853302,25573399.44872189,350.6655333133855,2024,0.003161853302
Gomarankadawala Division,transportation,road-transportation,gadm-aggregation,3151.180507617866,23301162.86253983,250.35997360922863,2024,0.003151180507617866
Delthota Division,transportation,road-transportation,gadm-aggregation,2970.829993434387,23632099.93225868,233.23343167525792,2024,0.0029708299934343868
Meegahakivula Division,transportation,road-transportation,gadm-aggregation,2297.065920691189,17455861.491583914,240.61834970939768,2024,0.002297065920691189
Ambanganga Korale Division,transportation,road-transportation,gadm-aggregation,2185.288484397443,16493610.26394106,238.0434895198548,2024,0.002185288484397443
Hatharaliyadda Division,transportation,road-transportation,gadm-aggregation,1879.1695211942165,14467106.736554785,175.6849687786788,2024,0.0018791695211942165
Delft Division,transportation,road-transportation,gadm-aggregation,1316.106810541603,9691922.171025325,149.42530314055696,2024,0.0013161068105416028
Jaffna International Airport,transportation,international-aviation,point-source,951.1087475920187,298.5261197294889,898.0,2024,0.0009511087475920188
Lakvijaya Power Plant Coal Terminal,transportation,international-shipping,point-source,638.3971770442442,3075.8076287330778,4.0,2024,0.0006383971770442442
Kankasanturai,transportation,international-shipping,point-source,409.4370212837239,474.412223815918,4.0,2024,0.0004094370212837239
Lakvijaya Power Plant Coal Terminal,transportation,domestic-shipping,point-source,344.4181193511553,967.7094078393308,150.0,2024,0.00034441811935115535
Kankasanturai,transportation,domestic-shipping,point-source,267.37947873257724,352.8678359985352,12.0,2024,0.0002673794787325772
Bandaranaike International Colombo Airport,transportation,domestic-aviation,point-source,255.49018475621884,80.19113868665701,2240.0,2024,0.0002554901847562188
Weerawila Airport,transportation,domestic-aviation,point-source,107.00791328463376,33.58675568286763,1031.0,2024,0.00010700791328463376
Koggala Airport,transportation,domestic-aviation,point-source,105.39863382204048,33.081648401765854,1220.0,2024,0.00010539863382204048
Sigiriya Air Force Base,transportation,domestic-aviation,point-source,104.05699726382664,32.66054665412152,1104.0,2024,0.00010405699726382665
Batticaloa Airport,transportation,domestic-aviation,point-source,84.98680113729742,26.674951771784137,714.0,2024,8.498680113729741e-05
China Bay Airport,transportation,domestic-aviation,point-source,65.12998884187307,20.44246033507141,576.0,2024,6.512998884187307e-05
Victoria Reservoir Seaplane Base,transportation,domestic-aviation,point-source,46.13145041406721,14.479356776468336,494.0,2024,4.613145041406721e-05
Castlereagh Lake Seaplane Base,transportation,domestic-aviation,point-source,40.83702616205373,12.817586834643286,610.0,2024,4.0837026162053734e-05
Jaffna International Airport,transportation,domestic-aviation,point-source,26.381490698752405,8.280403340750691,138.0,2024,2.6381490698752404e-05
Diyawanna Oya Seaplane Base,transportation,domestic-aviation,point-source,19.673428125451743,6.174932335,494.0,2024,1.9673428125451743e-05
Mattala Rajapaksa International Airport,transportation,domestic-aviation,point-source,2.4818519848444267,0.7789831022523069,1.0,2024,2.481851984844427e-06
Colombo,transportation,international-shipping,point-source,4278574.066710615,7458024.339617853,6050.0,2025,4.278574066710615
Bandaranaike International Colombo Airport,transportation,international-aviation,point-source,1366560.0186245395,428924.5165395483,61142.0,2025,1.3665600186245395
Hambantota,transportation,international-shipping,point-source,563721.6761553936,1414513.2081896886,1147.0,2025,0.5637216761553936
Colombo,transportation,domestic-shipping,point-source,296247.98063234903,2943391.1665028194,27473.0,2025,0.29624798063234903
Kaduwela Division,transportation,road-transportation,gadm-aggregation,192308.40633835367,1442826654.9292624,1929.963425450352,2025,0.19230840633835367
Gampaha Division,transportation,road-transportation,gadm-aggregation,156413.96855673828,1172922009.982563,1845.0929211094813,2025,0.15641396855673828
Katana Division,transportation,road-transportation,gadm-aggregation,154030.6854273833,1146695323.5417132,1734.1991888306984,2025,0.1540306854273833
Homagama Division,transportation,road-transportation,gadm-aggregation,135214.2772877099,1024740353.1894397,1628.423545,2025,0.1352142772877099
Ja-Ela Division,transportation,road-transportation,gadm-aggregation,121273.21819129933,902618135.0438836,1283.617213507158,2025,0.12127321819129933
Galle,transportation,domestic-shipping,point-source,106774.87864941097,1899117.256075135,34657.0,2025,0.10677487864941097
Kesbewa Division,transportation,road-transportation,gadm-aggregation,102051.80345880534,760841734.3094723,1185.447677871536,2025,0.10205180345880534
Biyagama Division,transportation,road-transportation,gadm-aggregation,99722.36002267728,750665259.0310543,973.2616093514868,2025,0.09972236002267729
Maharagama Division,transportation,road-transportation,gadm-aggregation,99281.44771205912,746028370.5534588,860.8098481263469,2025,0.09928144771205911
Mahara Division,transportation,road-transportation,gadm-aggregation,98048.56512,734524022.2718407,1164.6015565660473,2025,0.09804856512
Wattala Division,transportation,road-transportation,gadm-aggregation,85941.58465,644967769.1094208,826.6098059155677,2025,0.08594158465
Minuwangoda Division,transportation,road-transportation,gadm-aggregation,84586.02963507076,628579266.2102431,1461.247377222203,2025,0.08458602963507077
Kalutara Division,transportation,road-transportation,gadm-aggregation,80561.98325751977,605022521.1,1070.3608746963814,2025,0.08056198325751976
Vavuniya Division,transportation,road-transportation,gadm-aggregation,79729.87284341105,594000976.1514844,2980.731178,2025,0.07972987284341106
