id,name,sector,subsector,country,assetType,sourceType,centroid,gas,emissionsQuantity,emissionsFactor,emissionsFactorUnits,activity,activityUnits,capacity,capacityUnits,capacityFactor,year
1320016,Sri Jayawardanapura Kotte Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 79.90082711796325, 'latitude': 6.890312433000077, 'srid': 4326}",co2e_20yr,20446.10995,4.053185003825328e-05,t of CO2e_20yr per MJ,504445514.59415996,MJ,59066993.705639996,m^2,8.540226663778778,2025
1320105,Udapalatha Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.5971330708588, 'latitude': 7.1471583845000435, 'srid': 4326}",co2e_20yr,20272.487849999998,0.000130047,t of CO2e_20yr per MJ,155885394.2,MJ,18253074.77,m^2,8.540226576511296,2025
1320113,Kegalle Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.36579130733543, 'latitude': 7.200996398500024, 'srid': 4326}",co2e_20yr,20047.724744999996,0.000137578,t of CO2e_20yr per MJ,145718810.1,MJ,17062639.53,m^2,8.540226722963112,2025
1320027,Hikkaduwa Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.10781393694828, 'latitude': 6.150759459000056, 'srid': 4326}",co2e_20yr,19025.27086,0.000110536,t of CO2e_20yr per MJ,172118320.77378002,MJ,20153835.49,m^2,8.540226541051057,2025
1319973,Badulla Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.08841090966315, 'latitude': 6.981596948000116, 'srid': 4326}",co2e_20yr,18781.769569999997,7.982145528224725e-05,t of CO2e_20yr per MJ,235297258.15682003,MJ,27551640.89,m^2,8.540226662808664,2025
1320257,Vavuniya Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.3934080249401, 'latitude': 8.818866253500062, 'srid': 4326}",co2e_20yr,18190.81097,6.569095554166224e-05,t of CO2e_20yr per MJ,276915000.17020005,MJ,32424783.568440005,m^2,8.540226632067007,2025
1320255,Trincomalee Town and Gravets Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.17744447800972, 'latitude': 8.588564953000144, 'srid': 4326}",co2e_20yr,18181.57068,4.621735564295715e-05,t of CO2e_20yr per MJ,393392707.7,MJ,46063497.49847999,m^2,8.540226623740223,2025
1320240,Kuruvita Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.34809938999877, 'latitude': 6.788146973000094, 'srid': 4326}",co2e_20yr,18139.843605000002,0.000195398,t of CO2e_20yr per MJ,92835399.36,MJ,10870367.23,m^2,8.540226600677931,2025
1320226,Puttalam Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 79.85340061961676, 'latitude': 7.938766890000153, 'srid': 4326}",co2e_20yr,17414.29019,8.104727926705375e-05,t of CO2e_20yr per MJ,214865820.82069996,MJ,25159264.495679993,m^2,8.540226637292747,2025
1319987,Mahiyanganaya Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.08320528173326, 'latitude': 7.429511547000061, 'srid': 4326}",co2e_20yr,17201.60923,0.000107349,t of CO2e_20yr per MJ,160240091.7,MJ,18762978.87,m^2,8.540226624114458,2025
1320117,Warakapola Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.23216649008098, 'latitude': 7.203751088000104, 'srid': 4326}",co2e_20yr,17059.67321,0.00017058,t of CO2e_20yr per MJ,100009538.24358001,MJ,11710407.946080001,m^2,8.540226669,2025
1320230,Balangoda Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.77204775851648, 'latitude': 6.621337176000053, 'srid': 4326}",co2e_20yr,16954.87711,0.000135068,t of CO2e_20yr per MJ,125528112.6,MJ,14698452.284039997,m^2,8.540226560699322,2025
1320205,Walapane Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.8766398897651, 'latitude': 7.08792996450009, 'srid': 4326}",co2e_20yr,16447.32873,0.000131474,t of CO2e_20yr per MJ,125099798.03342001,MJ,14648299.571279997,m^2,8.540226626624658,2025
1320083,Mathugama Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.10555497690575, 'latitude': 6.49312639250013, 'srid': 4326}",co2e_20yr,16378.899775000004,0.000171956,t of CO2e_20yr per MJ,95250378.84,MJ,11153144.16,m^2,8.540226635586059,2025
1320206,Dimbulagala Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.10586439497379, 'latitude': 7.797777191000108, 'srid': 4326}",co2e_20yr,16330.027515000002,8.503250925955162e-05,t of CO2e_20yr per MJ,192044521.05670002,MJ,22487052.1,m^2,8.540226624680251,2025
1320092,Harispattuwa Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.58232153629467, 'latitude': 7.324381113000101, 'srid': 4326}",co2e_20yr,15914.821779999998,9.64712332617426e-05,t of CO2e_20yr per MJ,164969610.5,MJ,19316772.153240003,m^2,8.540226557338135,2025
1320131,Ibbagamuwa Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.45869666122701, 'latitude': 7.611356020500066, 'srid': 4326}",co2e_20yr,15811.203590000001,0.000176501,t of CO2e_20yr per MJ,89581325.68805999,MJ,10489338.229440002,m^2,8.540226630945668,2025
1320203,Kothmale Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.65389051644712, 'latitude': 7.037969827000069, 'srid': 4326}",co2e_20yr,15659.213295000001,0.000151042,t of CO2e_20yr per MJ,103674223.2,MJ,12139516.680000002,m^2,8.540226596284885,2025
1320202,Hanguranketha Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.77419048581977, 'latitude': 7.136506319500114, 'srid': 4326}",co2e_20yr,15557.006500000001,0.000120211,t of CO2e_20yr per MJ,129413866.74242002,MJ,15153446.398799995,m^2,8.540226647891027,2025
1320149,Rideegama Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.52284238791884, 'latitude': 7.523978472000038, 'srid': 4326}",co2e_20yr,15275.61408,0.000184108,t of CO2e_20yr per MJ,82970912.27,MJ,9715305.698280001,m^2,8.540226612271107,2025
1319993,Welimada Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.89079421527252, 'latitude': 6.852266073500033, 'srid': 4326}",co2e_20yr,15254.779799999998,7.368535659763784e-05,t of CO2e_20yr per MJ,207025934.38339996,MJ,24241269.313799996,m^2,8.540226656594458,2025
1320211,Thamankaduwa Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.98432215569389, 'latitude': 7.868204594000133, 'srid': 4326}",co2e_20yr,15243.38318,7.142033329606337e-05,t of CO2e_20yr per MJ,213431980.5,MJ,24991371.98,m^2,8.540226627382657,2025
1320021,Balapitiya Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.0527414621514, 'latitude': 6.306989670500116, 'srid': 4326}",co2e_20yr,15061.29497,7.819299130928366e-05,t of CO2e_20yr per MJ,192616943.2,MJ,22554078.722039998,m^2,8.540226607,2025
1320146,Polgahawela Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.31199519003745, 'latitude': 7.376771450500172, 'srid': 4326}",co2e_20yr,15040.76163,0.000106577,t of CO2e_20yr per MJ,141126052.75327998,MJ,16524860.337480001,m^2,8.540226657,2025
1319976,Bandarawela Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.02018169316523, 'latitude': 6.8319165705000255, 'srid': 4326}",co2e_20yr,14999.21875,4.4666634980976723e-05,t of CO2e_20yr per MJ,335803643.06351006,MJ,39320226.02,m^2,8.540226673347192,2025
1319997,Koralai Pattu (Valachchenai) Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.37597874453243, 'latitude': 7.860006385500068, 'srid': 4326}",co2e_20yr,14747.632824999999,6.16082104428491e-05,t of CO2e_20yr per MJ,239377718,MJ,28029433.666440006,m^2,8.540226707200294,2025
1320183,Weligama Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.41696782553547, 'latitude': 5.977537084000119, 'srid': 4326}",co2e_20yr,14698.72823,7.972218843294779e-05,t of CO2e_20yr per MJ,184374369.5,MJ,21588931.693319995,m^2,8.540226635015884,2025
1319994,Eravur Pattu Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.45564249368246, 'latitude': 7.67463550000005, 'srid': 4326}",co2e_20yr,14536.707914999999,6.313997740742844e-05,t of CO2e_20yr per MJ,230229856.13691002,MJ,26958284.25,m^2,8.540226594687361,2025
1320234,Godakawela Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.64049737464182, 'latitude': 6.51138949450015, 'srid': 4326}",co2e_20yr,14498.360584999999,0.000256462,t of CO2e_20yr per MJ,56532200.73,MJ,6619520.009520001,m^2,8.54022658,2025
1320228,Wennappuwa Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 79.8535851513009, 'latitude': 7.320853471500101, 'srid': 4326}",co2e_20yr,14498.178705000002,4.267607182833454e-05,t of CO2e_20yr per MJ,339726176.4,MJ,39779527.44,m^2,8.540226549795689,2025
1320136,Kuliyapitiya West Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.06045726509146, 'latitude': 7.478133440500101, 'srid': 4326}",co2e_20yr,14426.77367,8.520889746181142e-05,t of CO2e_20yr per MJ,169310648.2,MJ,19825076.799719997,m^2,8.540226600358556,2025
1320075,Bandaragama Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 79.9864290670128, 'latitude': 6.723174334500071, 'srid': 4326}",co2e_20yr,14347.762555000001,6.155474471059786e-05,t of CO2e_20yr per MJ,233089465.68549004,MJ,27293124.08,m^2,8.54022665,2025
1320147,Polpithigama Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.41790242262842, 'latitude': 7.821947814000083, 'srid': 4326}",co2e_20yr,14245.248185000004,0.000113509,t of CO2e_20yr per MJ,125499029.8,MJ,14695046.79,m^2,8.540226616,2025
1320159,Dambulla Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.71717724627368, 'latitude': 7.874920129500083, 'srid': 4326}",co2e_20yr,14122.92314,9.090695626101678e-05,t of CO2e_20yr per MJ,155355802.5,MJ,18191063.22,m^2,8.540226624301221,2025
1320057,Tangalle Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.80930449458876, 'latitude': 6.054515123000101, 'srid': 4326}",co2e_20yr,14115.457954999998,0.000115305,t of CO2e_20yr per MJ,122418677.9,MJ,14334359.411519997,m^2,8.540226626672736,2025
1320019,Ambalangoda Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.1150089508827, 'latitude': 6.196789980000062, 'srid': 4326}",co2e_20yr,13907.158515000003,8.724674452196349e-05,t of CO2e_20yr per MJ,159400314.48966002,MJ,18664646.660040002,m^2,8.540226739514306,2025
1320217,Kalpitiya Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 79.7208365000001, 'latitude': 8.1005550000001, 'srid': 4326}",co2e_20yr,13864.153084999998,0.000101858,t of CO2e_20yr per MJ,136112848.7,MJ,15937849.761119999,m^2,8.540226612716229,2025
1319992,Uva Paranagama Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.94692173367801, 'latitude': 6.984323501500056, 'srid': 4326}",co2e_20yr,13855.999835000002,9.000196353861426e-05,t of CO2e_20yr per MJ,153952194.93245003,MJ,18026710.733880002,m^2,8.540226622880631,2025
1320106,Udunuwara Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.56294305372217, 'latitude': 7.221975326500056, 'srid': 4326}",co2e_20yr,13833.654695000001,0.000102479,t of CO2e_20yr per MJ,134990033.3,MJ,15806376.06,m^2,8.540226597701363,2025
1320160,Galewela Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.56331936144447, 'latitude': 7.769010544500132, 'srid': 4326}",co2e_20yr,13190.89987,0.000145781,t of CO2e_20yr per MJ,90484345.46183999,MJ,10595075.471039997,m^2,8.540226608971778,2025
1320078,Dodangoda Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.04995284026299, 'latitude': 6.55934262400001, 'srid': 4326}",co2e_20yr,13184.276870000002,0.0001723,t of CO2e_20yr per MJ,76519184.88,MJ,8959854.187199999,m^2,8.540226579761187,2025
1319883,Sainthamarathu Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.81474900125014, 'latitude': 7.4196129610001265, 'srid': 4326}",co2e_20yr,13093.48573,7.769920209927348e-05,t of CO2e_20yr per MJ,168515060.3,MJ,19731918.833040003,m^2,8.540226710836702,2025
1320195,Wellawaya Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.12615634366391, 'latitude': 6.638766527000114, 'srid': 4326}",co2e_20yr,13023.741225000003,8.207119611044086e-05,t of CO2e_20yr per MJ,158688332.10952997,MJ,18581278.855439994,m^2,8.540226608948995,2025
1320112,Galigamuwa Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.30399652639878, 'latitude': 7.199213029000049, 'srid': 4326}",co2e_20yr,13002.946450000003,0.000172648,t of CO2e_20yr per MJ,75314792.14,MJ,8818828.321679998,m^2,8.540226591451827,2025
1320058,Thissamaharama Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.46376302797125, 'latitude': 6.387778043500134, 'srid': 4326}",co2e_20yr,12978.357919999999,0.000103313,t of CO2e_20yr per MJ,125621491.80039999,MJ,14709386.33,m^2,8.540226559560805,2025
1320144,Panduwasnuwara Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.07985035021363, 'latitude': 7.583921194499994, 'srid': 4326}",co2e_20yr,12923.1024,9.15832704906117e-05,t of CO2e_20yr per MJ,141107675.3,MJ,16522708.511760004,m^2,8.540226633924874,2025
1320088,Akurana Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.6255130702767, 'latitude': 7.388638020000087, 'srid': 4326}",co2e_20yr,12722.81625,6.22008363733841e-05,t of CO2e_20yr per MJ,204544134.64195997,MJ,23950668.404279992,m^2,8.540226568599975,2025
1320151,Wariyapola Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.23078658184536, 'latitude': 7.650907993500111, 'srid': 4326}",co2e_20yr,12677.338519999998,0.00010234,t of CO2e_20yr per MJ,123874481.63279998,MJ,14504823.743520005,m^2,8.540226604831417,2025
1319932,N. Palatha East Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.44732313360362, 'latitude': 8.310075283499998, 'srid': 4326}",co2e_20yr,12657.861280000001,5.2203181196921794e-05,t of CO2e_20yr per MJ,242472987.1,MJ,28391868.25,m^2,8.540226553226187,2025
1319887,Samanthurai Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.77093117525902, 'latitude': 7.34645056750017, 'srid': 4326}",co2e_20yr,12551.598420000002,9.88404555381941e-05,t of CO2e_20yr per MJ,126988472,MJ,14869450.061759995,m^2,8.540226536065264,2025
1320243,Pelmadulla Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.49249081078332, 'latitude': 6.638396501000159, 'srid': 4326}",co2e_20yr,12509.174824999998,0.000200256,t of CO2e_20yr per MJ,62465809.86585999,MJ,7314303.538679998,m^2,8.540226630672906,2025
1320053,Katuwana Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.67266801240342, 'latitude': 6.2387375845001145, 'srid': 4326}",co2e_20yr,12425.61487,0.000250227,t of CO2e_20yr per MJ,49657365.12,MJ,5814525.478439998,m^2,8.540226593,2025
1320024,Elpitiya Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.16919805687732, 'latitude': 6.285116434000116, 'srid': 4326}",co2e_20yr,12333.709590000002,0.000168832,t of CO2e_20yr per MJ,73052962.21116999,MJ,8553984.041,m^2,8.540226619628829,2025
1320141,Mawathagama Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.44132708572286, 'latitude': 7.4377009880001586, 'srid': 4326}",co2e_20yr,12328.40298,0.00014814,t of CO2e_20yr per MJ,83221236.08,MJ,9744616.777320001,m^2,8.540226669179267,2025
1320208,Hingurakgoda Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.82196170237933, 'latitude': 8.140711307000146, 'srid': 4326}",co2e_20yr,12250.79731,0.000100982,t of CO2e_20yr per MJ,121316984.80778001,MJ,14205358.978439996,m^2,8.540226613907281,2025
1320023,Bope-Poddala Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.21009361913427, 'latitude': 6.086603880500149, 'srid': 4326}",co2e_20yr,12239.55579,5.502992182782198e-05,t of CO2e_20yr per MJ,222416376.09981006,MJ,26043380.885039996,m^2,8.540226673,2025
1320123,Alawwa Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.21908945395876, 'latitude': 7.32573843050008, 'srid': 4326}",co2e_20yr,12201.267945000001,0.000127071,t of CO2e_20yr per MJ,96019060.5,MJ,11243151.233160002,m^2,8.540226712646723,2025
1320099,Pasbage Korale Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.54408301459816, 'latitude': 7.015774965500071, 'srid': 4326}",co2e_20yr,12181.498910000002,0.000118122,t of CO2e_20yr per MJ,103126726.3,MJ,12075408.592200004,m^2,8.540226652051654,2025
1320210,Medirigiriya Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.05652840544212, 'latitude': 8.192577840000098, 'srid': 4326}",co2e_20yr,11961.379044999998,0.000135563,t of CO2e_20yr per MJ,88235146.77,MJ,10331710.251720002,m^2,8.540226605,2025
1320020,Baddegama Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.21210038288518, 'latitude': 6.137281895000143, 'srid': 4326}",co2e_20yr,11920.442619999998,0.000174223,t of CO2e_20yr per MJ,68420607.35,MJ,8011568.103000001,m^2,8.540226641,2025
1320215,Chilaw Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 79.82893509895604, 'latitude': 7.571372033000102, 'srid': 4326}",co2e_20yr,11802.030190000001,7.415084223766234e-05,t of CO2e_20yr per MJ,159162456.3,MJ,18636795.42,m^2,8.540226619893694,2025
1320115,Rambukkana Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.37888353349133, 'latitude': 7.318717003500068, 'srid': 4326}",co2e_20yr,11705.630519999999,0.00014101,t of CO2e_20yr per MJ,83012838.66,MJ,9720214.995960003,m^2,8.540226599756537,2025
1319995,Eravur Town Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.68430700000008, 'latitude': 7.731250000000017, 'srid': 4326}",co2e_20yr,11642.14945,6.289138036749074e-05,t of CO2e_20yr per MJ,185115183.94050002,MJ,21675675.91,m^2,8.540226598828326,2025
1320176,Kotapola Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.53183827250449, 'latitude': 6.313893080000156, 'srid': 4326}",co2e_20yr,11592.954980000002,0.00030139,t of CO2e_20yr per MJ,38464950.77346999,MJ,4503973.077,m^2,8.540226620313494,2025
1320096,Medadumbara Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.7956339258875, 'latitude': 7.293133973500034, 'srid': 4326}",co2e_20yr,11510.087990000002,0.000155388,t of CO2e_20yr per MJ,74073243.42353001,MJ,8673451.745759998,m^2,8.540226612748564,2025
1320059,Weeraketiya Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.72965685730307, 'latitude': 6.171265841000092, 'srid': 4326}",co2e_20yr,11464.072390000001,0.000206684,t of CO2e_20yr per MJ,55466723.47,MJ,6494760.125759999,m^2,8.540226643538961,2025
1320049,Ambalanthota Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.96386775005791, 'latitude': 6.164559364500091, 'srid': 4326}",co2e_20yr,11428.01304,0.0001081,t of CO2e_20yr per MJ,105717154.72908002,MJ,12378729.495359996,m^2,8.540226585345993,2025
1320126,Bingiriya Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 79.95079661721374, 'latitude': 7.611638546000023, 'srid': 4326}",co2e_20yr,11376.41799,9.437509089923709e-05,t of CO2e_20yr per MJ,120544710.2,MJ,14114931.048119998,m^2,8.540226645,2025
1320171,Devinuwara Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.63661329580327, 'latitude': 5.973879458000084, 'srid': 4326}",co2e_20yr,11365.244549999998,6.901591536536523e-05,t of CO2e_20yr per MJ,164675705.4,MJ,19282357.63,m^2,8.540226697618083,2025
1320026,Habaraduwa Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.30687770417211, 'latitude': 6.001663923500075, 'srid': 4326}",co2e_20yr,11301.021929999999,7.914592255779657e-05,t of CO2e_20yr per MJ,142787165.3,MJ,16719364.886280002,m^2,8.540226635884471,2025
1320235,Imbulpe Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.73509202731016, 'latitude': 6.7123668204999944, 'srid': 4326}",co2e_20yr,11000.30408,0.000127613,t of CO2e_20yr per MJ,86200575.33828999,MJ,10093476.35,m^2,8.540226615242814,2025
1319982,Hali-Ela Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.02581034743224, 'latitude': 6.959621192000014, 'srid': 4326}",co2e_20yr,10952.81655,6.87406490463496e-05,t of CO2e_20yr per MJ,159335367,MJ,18657042.04,m^2,8.540226616068603,2025
1317942,Ampara Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.6003082648968, 'latitude': 7.274664878500005, 'srid': 4326}",co2e_20yr,10858.50925,8.828714886554643e-05,t of CO2e_20yr per MJ,122990824.65032998,MJ,14401353.739199998,m^2,8.540226625747906,2025
1319917,Kekirawa Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.5970353650994, 'latitude': 8.056404114500054, 'srid': 4326}",co2e_20yr,10811.876415000002,0.000127019,t of CO2e_20yr per MJ,85120308.07,MJ,9966984.681,m^2,8.540226637654516,2025
1319989,Passara Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.16198236332032, 'latitude': 6.981997967000068, 'srid': 4326}",co2e_20yr,10761.540794999999,0.000145788,t of CO2e_20yr per MJ,73816381.8,MJ,8643375.05,m^2,8.540226633,2025
1320138,Mahawa Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.28247966132139, 'latitude': 7.800065041000153, 'srid': 4326}",co2e_20yr,10674.02491,9.518009047890541e-05,t of CO2e_20yr per MJ,112145563.80744001,MJ,13131450.575160002,m^2,8.540226624,2025
1320237,Kalawana Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.45339978337734, 'latitude': 6.4734175205001065, 'srid': 4326}",co2e_20yr,10614.58354,0.000277275,t of CO2e_20yr per MJ,38281846.03,MJ,4482532.792,m^2,8.540226655194452,2025
1320248,Kinniya Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.14977976626827, 'latitude': 8.442281808000075, 'srid': 4326}",co2e_20yr,10558.28558,8.540921258607195e-05,t of CO2e_20yr per MJ,123619985,MJ,14475024.144000001,m^2,8.540226511975204,2025
1319929,N. Palatha Central Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.37483257365318, 'latitude': 8.410133838500087, 'srid': 4326}",co2e_20yr,10532.648819999999,8.124249591128245e-05,t of CO2e_20yr per MJ,129644574.6,MJ,15180460.758360004,m^2,8.540226587371775,2025
1319938,Nochchiyagama Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.11975045935019, 'latitude': 8.348613262000043, 'srid': 4326}",co2e_20yr,10487.852490000001,0.000143534,t of CO2e_20yr per MJ,73068755.29,MJ,8555833.277,m^2,8.540226640414922,2025
1320108,Aranayaka Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.45045081484064, 'latitude': 7.160570383500044, 'srid': 4326}",co2e_20yr,10478.632039999999,0.000234305,t of CO2e_20yr per MJ,44722104.69373999,MJ,5236641.456,m^2,8.540226606196098,2025
1320052,Hambantota Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.11414884652993, 'latitude': 6.222774506500058, 'srid': 4326}",co2e_20yr,10473.84602,6.896664556228781e-05,t of CO2e_20yr per MJ,151868282.62569997,MJ,17782699.37,m^2,8.540226626,2025
1317944,Dehiattakandiya Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 81.09612566678088, 'latitude': 7.617572546000133, 'srid': 4326}",co2e_20yr,10457.553139999998,0.000119965,t of CO2e_20yr per MJ,87171774.42,MJ,10207196.899559997,m^2,8.540226595,2025
1319983,Haputale Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.94494472106021, 'latitude': 6.7996485245001, 'srid': 4326}",co2e_20yr,10369.72071,5.1895904850104624e-05,t of CO2e_20yr per MJ,199817707,MJ,23397237.16,m^2,8.540226594127207,2025
1320064,Nallur Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.04604949737171, 'latitude': 9.664569378500117, 'srid': 4326}",co2e_20yr,10357.15853,5.53367793076069e-05,t of CO2e_20yr per MJ,187165907.73066998,MJ,21915801.002519995,m^2,8.540226647848675,2025
1320015,Padukka Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.12431888088057, 'latitude': 6.828732491000154, 'srid': 4326}",co2e_20yr,10346.37772,0.000109753,t of CO2e_20yr per MJ,94269371.94062999,MJ,11038275.26,m^2,8.540226594337069,2025
1320214,Arachchikattuwa PS Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 79.85124215847276, 'latitude': 7.6908159260000835, 'srid': 4326}",co2e_20yr,10323.466714999999,9.596295318106263e-05,t of CO2e_20yr per MJ,107577626.29002997,MJ,12596577.446520003,m^2,8.540226641,2025
1320142,Narammala Division,buildings,residential-onsite-fuel-usage,LKA,,gadm-aggregation,"{'longitude': 80.21799849715671, 'latitude': 7.396569968000023, 'srid': 4326}",co2e_20yr,10248.595105000002,0.000106807,t of CO2e_20yr per MJ,95954775.26,MJ,11235623.931839997,m^2,8.540226679578444,2025
